OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,Latitude,Longitude
1797,20140,Aleutian Islands -- 20095,Adak Naval Air Station, ,US AXK,United States,Bering Sea; North Pacific Ocean,51.87,-176.63
1798,20120,Aleutian Islands -- 20095,Dutch Harbor, ,US DUT,United States,Bering Sea; North Pacific Ocean,53.90,-166.53
1799,20080,Alaska -- 19080,King Cove, ,US KVC,United States,North Pacific Ocean,55.05,-162.32
1800,20050,Alaska -- 19080,Baralof Bay,Squaw Harbor, ,United States,North Pacific Ocean,55.23,-160.53
1801,19910,Alaska -- 19080,Larsen Bay, ,US KLN,United States,Gulf of Alaska; North Pacific Ocean,57.53,-153.98
1802,19880,Alaska -- 19080,Lazy Bay, , ,United States,North Pacific Ocean,56.90,-154.25
1803,12935,Brazil SE Coast -- 12700,Guaiba Island Terminal,Sepetiba Terminal, ,Brazil,South Atlantic Ocean,-23.02,-44.03
1804,12690,Brazil NE Coast Cont -- 12575,Natal, ,BR NAT,Brazil,South Atlantic Ocean,-5.78,-35.20
1805,12500,Brazil NE Coast -- 12470,Cameta, ,BR CMA,Brazil,South Atlantic Ocean,-2.25,-49.50
1806,12490,Brazil NE Coast -- 12470,Belem,Para,BR BEL,Brazil,South Atlantic Ocean,-1.45,-48.50
1807,23550,Norway -- 20620,Kristiansand, ,NO KRS,Norway,Skagerrak; North Atlantic Ocean,58.14,8.01
1808,23530,Norway -- 20620,Mandal, ,NO MAN,Norway,North Sea; North Atlantic Ocean,58.02,7.47
1809,23490,Norway -- 20620,Egersund, ,NO EGE,Norway,North Sea; North Atlantic Ocean,58.44,5.99
1810,23440,Norway -- 20620,Haugesund,Karmsund,NO HAU,Norway,North Sea; North Atlantic Ocean,59.41,5.25
1811,23355,Norway -- 20620,Husnes, ,NO HUS,Norway,North Sea; North Atlantic Ocean,59.88,5.76
1812,23160,Norway -- 20620,Bergen, ,NO BGO,Norway,North Sea; North Atlantic Ocean,60.40,5.30
1813,23130,Norway -- 20620,Floro, ,NO FRO,Norway,Norwegian Sea; North Atlantic Ocean,61.60,5.03
1814,23110,Norway -- 20620,Molde, ,NO MOL,Norway,Norwegian Sea; North Atlantic Ocean,62.73,7.17
1815,23075,Norway -- 20620,Muruvik, ,NO MRV,Norway,Norwegian Sea; North Atlantic Ocean,63.44,10.84
1816,23058,Norway -- 20620,Djupviken, , ,Norway,Norwegian Sea; North Atlantic Ocean,63.79,11.43
1817,23053,Norway -- 20620,Malm, ,NO MLM,Norway,Norwegian Sea; North Atlantic Ocean,64.07,11.23
1818,23020,Norway -- 20620,Berg, ,NO BER,Norway,Norwegian Sea; North Atlantic Ocean,65.37,12.20
1819,22990,Norway -- 20620,Bronnoysund, ,NO BNN,Norway,Norwegian Sea; North Atlantic Ocean,65.47,12.20
1820,22920,Norway -- 20620,Mosjoen, ,NO MJF,Norway,Norwegian Sea; North Atlantic Ocean,65.86,13.17
1821,22760,Norway -- 20620,Mo I Rana, ,NOMQN,Norway,Norwegian Sea; North Atlantic Ocean,66.32,14.12
1822,22295,Norway -- 20620,Lakselv, ,NO LVG,Norway,Norwegian Sea; North Atlantic Ocean,67.36,15.59
1823,22290,Norway -- 20620,Bodo, ,NO BOO,Norway,Norwegian Sea; North Atlantic Ocean,67.29,14.36
1824,22030,Norway -- 20620,Narvik, ,NO NVK,Norway,Norwegian Sea; North Atlantic Ocean,68.42,17.40
1825,8595,United States E Coast -- 6585,Canaveral Harbor,Port Canaveral,US PCV,United States,North Atlantic Ocean,28.70,-80.62
1826,8520,United States E Coast -- 6585,Beaufort, ,US BFT,United States,North Atlantic Ocean,32.43,-80.67
1827,8500,United States E Coast -- 6585,Charleston, ,US CHS,United States,North Atlantic Ocean,32.78,-79.92
1828,8490,United States E Coast -- 6585,Georgetown, ,US GGE,United States,North Atlantic Ocean,33.37,-79.28
1829,8410,United States E Coast -- 6585,New Bern, ,US EWN,United States,North Atlantic Ocean,35.10,-77.05
1830,8400,United States E Coast -- 6585,Bayboro, , ,United States,North Atlantic Ocean,35.15,-76.77
1831,8380,United States E Coast -- 6585,Belhaven, ,US BPV,United States,North Atlantic Ocean,35.62,-76.62
1832,8370,United States E Coast -- 6585,Columbia, ,US CUB,United States,North Atlantic Ocean,35.92,-76.25
1833,8340,United States E Coast -- 6585,Edenton, ,US EDE,United States,North Atlantic Ocean,36.05,-76.62
1834,4470,US Lake Huron -- 4300,Alpena, ,US APN,United States,Lake Huron; Great Lakes,45.07,-83.42
1835,4450,US Lake Huron -- 4300,Au Sable, , ,United States,Lake Huron; Great Lakes,44.40,-83.32
1836,4420,US Lake Huron -- 4300,Alabaster, ,US LBA,United States,Lake Huron; Great Lakes,44.18,-83.55
1837,4400,US Lake Huron -- 4300,Bay City, ,US BCY,United States,Lake Huron; Great Lakes,43.60,-83.87
1838,4330,US Lake Huron -- 4300,Marine City, , ,United States,Lake Saint Clair; Great Lakes,42.72,-82.50
1839,4320,US Lake Huron -- 4300,Algonac, ,US ALG,United States,Lake Saint Clair; Great Lakes,42.62,-82.52
1840,4250,Canada Lake Huron -- 3640,Desbarats, , ,Canada,Lake Huron; Great Lakes,46.33,-83.92
1841,4240,Canada Lake Huron -- 3640,Hilton,Marksville, ,Canada,Lake Huron; Great Lakes,46.25,-83.88
1842,4230,Canada Lake Huron -- 3640,Bruce Mines, ,CA BCM,Canada,Lake Huron; Great Lakes,46.28,-83.78
1843,4200,Canada Lake Huron -- 3640,Blind River, ,CA BLR,Canada,Lake Huron; Great Lakes,46.18,-82.95
1844,4180,Canada Lake Huron -- 3640,Meldrum Bay, ,CA MDB,Canada,Lake Huron; Great Lakes,45.93,-83.12
1845,4170,Canada Lake Huron -- 3640,Gore Bay, ,CA YZE,Canada,Lake Huron; Great Lakes,45.92,-82.47
1846,4160,Canada Lake Huron -- 3640,Kagawong, , ,Canada,Lake Huron; Great Lakes,45.92,-82.25
1847,4140,Canada Lake Huron -- 3640,Little Current, ,CA LIC,Canada,Lake Huron; Great Lakes,45.98,-81.93
1848,4080,Canada Lake Huron -- 3640,Killarney,Shebaonaning,CA KLY,Canada,Lake Huron; Great Lakes,45.97,-81.52
1849,4060,Canada Lake Huron -- 3640,Key Harbour, ,CA KHO,Canada,Lake Huron; Great Lakes,45.88,-80.75
1850,4050,Canada Lake Huron -- 3640,Byng Inlet,Britt,CA BTT,Canada,Lake Huron; Great Lakes,45.77,-80.57
1851,3940,Canada Lake Huron -- 3640,Midland, ,CA MID,Canada,Lake Huron; Great Lakes,44.75,-79.92
1852,3900,Canada Lake Huron -- 3640,Collingwood, ,CA COL,Canada,Lake Huron; Great Lakes,44.50,-80.23
1853,3880,Canada Lake Huron -- 3640,Meaford, ,CA MFD,Canada,Lake Huron; Great Lakes,44.62,-80.60
1854,3730,Canada Lake Huron -- 3640,Goderich, ,CA GOH,Canada,Lake Huron; Great Lakes,43.75,-81.73
1855,3670,Canada Lake Huron -- 3640,Courtright, ,CA CRR,Canada,Lake Saint Clair; Great Lakes,42.82,-82.47
1856,3620,US Lake Erie -- 3400,Detroit, ,US DET,United States,Lake Erie; Great Lakes,42.33,-83.03
1857,3520,US Lake Erie -- 3400,Huron, ,US HUB,United States,Lake Erie; Great Lakes,41.40,-82.55
1858,3500,US Lake Erie -- 3400,Lorain, ,US LOR,United States,Lake Erie; Great Lakes,41.47,-82.18
1859,3470,US Lake Erie -- 3400,Ashtabula, ,US ASF,United States,Lake Erie; Great Lakes,41.90,-80.80
1860,3460,US Lake Erie -- 3400,Conneaut, ,US CDY,United States,Lake Erie; Great Lakes,41.97,-80.55
1861,3450,US Lake Erie -- 3400,Erie, ,US ERI,United States,Lake Erie; Great Lakes,42.15,-80.10
1862,3440,US Lake Erie -- 3400,Dunkirk, ,US DKK,United States,Lake Erie; Great Lakes,42.48,-79.33
1863,3430,US Lake Erie -- 3400,Buffalo, ,US BUF,United States,Lake Erie; Great Lakes,42.88,-78.88
1864,3130,US Lake Ontario -- 3120,Chaumont, , ,United States,Lake Ontario; Great Lakes,44.07,-76.13
1865,3050,Canada Lake Ontario -- 2820,Hamilton, ,CA HAM,Canada,Lake Ontario; Great Lakes,43.25,-79.85
1866,3030,Canada Lake Ontario -- 2820,Bronte, , ,Canada,Lake Ontario; Great Lakes,43.40,-79.72
1867,2930,Canada Lake Ontario -- 2820,Belleville, ,CA BLV,Canada,Lake Ontario; Great Lakes,44.15,-77.40
1868,2130,Canada St Lawrence R -- 1930,Chicoutimi (Port Saguenay),Port Saguenay,CA CHI,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,48.43,-71.07
1869,2015,Canada St Lawrence R -- 1930,Baie Comeau,Baie Du Moulin,CA BCO,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,49.23,-68.13
1870,1990,Canada St Lawrence R -- 1930,Matane, ,CA MNE,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,48.85,-67.53
1871,1830,Newfoundland  W Coast -- 1800,Corner Brook, ,CA CBK,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,48.95,-57.95
1872,640,Greenland  West Coast -- 545,Nuuk,Godthab,GL GOH,Greenland,Labrador Sea; North Atlantic Ocean,64.18,-51.75
1873,20000,Alaska -- 19080,Kanatak, , ,United States,North Pacific Ocean,57.57,-156.03
1874,5270,US Lake Superior -- 5230,Munising, ,US MGS,United States,Lake Superior; Great Lakes,46.42,-86.65
1875,5320,US Lake Superior -- 5230,Baraga, ,US RGA,United States,Lake Superior; Great Lakes,46.78,-88.48
1876,5520,South Side -- 5501,Douglastown, , ,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,48.77,-64.38
1877,21490,Norway -- 20620,Finnsnes, ,NO FNE,Norway,Norwegian Sea; North Atlantic Ocean,69.23,17.97
1878,21660,Norway -- 20620,Andenes, ,NO ADN,Norway,Norwegian Sea; North Atlantic Ocean,69.33,16.13
1879,13740,Argentina -- 13310,Concepcion Del Uruguay, ,AR COU,Argentina,Rio de la Plata; South Atlantic Ocean,-32.48,-58.23
1880,14670,Chile -- 14070,Mejillones, ,CL MJS,Chile,South Pacific Ocean,-23.10,-70.47
1881,18780,Canada West Coast -- 18080,Clayoquot, , ,Canada,North Pacific Ocean,49.15,-125.92
1882,17050,United States W Coast -- 16000,Bay City, , ,United States,North Pacific Ocean,46.87,-124.07
1883,28615,Latvia -- 28600,Lielupe, , ,Latvia,Gulf of Riga; Baltic Sea; North Atlantic Ocean,57.00,23.43
1884,28900,Germany -- 28826,Neustadt, ,DE NGL,Germany,Baltic Sea; North Atlantic Ocean,54.10,10.82
1885,18140,Canada West Coast -- 18080,Mission City, ,CA MIB,Canada,Alaska-Canada coastal waters; North Pacific Ocean,49.15,-122.26
1886,18630,Canada West Coast -- 18080,Lyall Harbor, ,CA YAJ,Canada,Alaska-Canada coastal waters; North Pacific Ocean,48.80,-123.20
1887,18860,Canada West Coast -- 18080,Alert Bay, ,CA AAL,Canada,Alaska-Canada coastal waters; North Pacific Ocean,50.58,-126.93
1888,18890,Canada West Coast -- 18080,Bella Coola, ,CA BLC,Canada,Alaska-Canada coastal waters; North Pacific Ocean,52.37,-126.80
1889,18925,Canada West Coast -- 18080,Kitimat, ,CA KTM,Canada,Alaska-Canada coastal waters; North Pacific Ocean,54.00,-128.68
1890,19630,Alaska -- 19080,Katalla, , ,United States,Gulf of Alaska; North Pacific Ocean,60.20,-144.53
1891,6630,United States E Coast -- 6585,Machias, ,US ACI,United States,North Atlantic Ocean,44.72,-67.47
1892,33310,Scotland West Coast -- 32790,Lamlash Harbor, ,GB LAH,United Kingdom,North Atlantic Ocean,55.53,-5.12
1893,33450,Scotland West Coast -- 32790,Bowling, ,GB BOW,United Kingdom,North Atlantic Ocean,55.93,-4.48
1894,33530,Scotland West Coast -- 32790,Ardrossan, ,GB ARD,United Kingdom,North Atlantic Ocean,55.65,-4.82
1895,34260,Ireland -- 33840,Bantry,Bantry Bay Oil Terminal,IE BTH,Ireland,North Atlantic Ocean,51.68,-9.45
1896,34648,England West Coast -- 34580,Garlston, ,GB GIS,United Kingdom,Irish Sea; North Atlantic Ocean,53.35,-2.90
1897,34780,Wales -- 34710,Caernarvon,Carnarvon,GB CNV,United Kingdom,Irish Sea; North Atlantic Ocean,53.15,-4.27
1898,35760,France NW Coast -- 35720,Boulogne-Sur-Mer, ,FR BOL,France,English Channel; North Atlantic Ocean,50.73,1.60
1899,37170,France West Coast -- 36450,Ambes,Bec Dambes,FR AMS,France,Bay of Biscay; North Atlantic Ocean,45.02,-0.53
1900,3100,Canada Lake Ontario -- 2820,Niagara, ,CA NOL,Canada,Lake Ontario; Great Lakes,43.25,-79.07
1901,7330,United States E Coast -- 6585,Nantucket, ,US ACK,United States,North Atlantic Ocean,41.28,-70.10
1902,23850,Norway -- 20620,Halden, ,NO HAL,Norway,Skagerrak; North Atlantic Ocean,59.12,11.38
1903,23950,Sweden -- 23860,Brofjorden, ,SE BRO,Sweden,Skagerrak; North Atlantic Ocean,58.36,11.42
1904,29180,Sjaelland -- 29150,Fakse Ladeplads Havn,Faxe Haven,DK FAK,Denmark,Baltic Sea; North Atlantic Ocean,55.22,12.17
1905,29790,Aero -- 29780,Marstal, ,DK MRS,Denmark,Baltic Sea; North Atlantic Ocean,54.92,10.33
1906,29800,Aero -- 29780,Aeroskobing, , ,Denmark,Baltic Sea; North Atlantic Ocean,54.88,10.42
1907,30095,Jylland -- 30020,Augustenborg, ,DK AUB,Denmark,Baltic Sea; North Atlantic Ocean,54.95,9.87
1908,30100,Jylland -- 30020,Abenra,Apenrade,DK AAB,Denmark,Baltic Sea; North Atlantic Ocean,55.05,9.43
1909,30455,Jylland -- 30020,Hanstholm, ,DK HAN,Denmark,North Sea; North Atlantic Ocean,57.13,8.60
1910,30870,Germany -- 30650,Oldenburg, ,DE OLO,Germany,North Sea; North Atlantic Ocean,53.12,8.22
1911,31080,Netherlands -- 30980,Hoek Van Holland,Berg Haven; Hook Of Holland,NL HVH,Netherlands,North Sea; North Atlantic Ocean,51.95,4.13
1912,31668,England East Coast -- 31330,New Holland, ,GB NHO,United Kingdom,North Sea; North Atlantic Ocean,53.70,-0.37
1913,31972,Scotland East Coast -- 31870,Hound Point Terminal, ,GB HPT,United Kingdom,North Sea; North Atlantic Ocean,56.00,-3.37
1914,32990,Scotland West Coast -- 32790,Lochboisdale, ,GB LBD,United Kingdom,North Atlantic Ocean,57.15,-7.30
1915,43670,Ukraine -- 43620,Mykolayiv, ,UA NLV,Ukraine,Black Sea; North Atlantic Ocean,46.95,31.98
1916,43950,Ukraine -- 43620,Kyrylivka, , ,Ukraine,Sea of Azov; Black Sea; North Atlantic Ocean,46.35,35.37
1917,48470,Iran -- 48410,Bushehr, ,IR BUZ,Iran,Persian Gulf; Indian Ocean,28.98,50.83
1918,48533,Iran -- 48410,Bandar Taheri Offshore Terminal, , ,Iran,Persian Gulf; Indian Ocean,27.65,52.35
1919,48550,Iran -- 48410,Chah Bahar,Chabahar,IR ZBR,Iran,Gulf of Oman; Indian Ocean,25.27,60.62
1920,50340,Indonesia -- 50020,Ardjuna Oil Field, ,ID AJN,Indonesia,Java Sea; South Pacific Ocean,-5.88,107.72
1921,44350,Georgia -- 44275,Batumi, ,GE BUS,Georgia,Black Sea; North Atlantic Ocean,41.65,41.65
1922,44620,Turkey Asia -- 44360,Izmit,Ismid,TR IZT,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,40.77,29.92
1923,45323,Libya -- 45200,Khoms, ,LY KHM,Libya,Mediterranean Sea; North Atlantic Ocean,32.67,14.25
1924,56300,Hawaiian Islands -- 56050,Nawiliwili Bay, ,US NIJ,United States,North Pacific Ocean,21.95,-159.35
1925,56730,Bismarck Archipelago -- 56700,Lorengau,Rengau,PG LOR,Papua New Guinea,South Pacific Ocean,-2.02,147.27
1926,56855,Bismarck Archipelago -- 56700,Kieta, ,PG KIE,Papua New Guinea,South Pacific Ocean,-6.22,155.63
1927,57200,Vanuatu -- 57160,Luganville,Santo,VU LUG,Vanuatu,South Pacific Ocean,-15.52,167.17
1928,52523,Pulau Batcan -- 52520,Labuha,Laboeha,ID LAH,Indonesia,Molucca Sea; South Pacific Ocean,-0.63,127.47
1929,53520,Australia -- 53290,Ballina, ,AU BNK,Australia,Tasman Sea; South Pacific Ocean,-28.87,153.57
1930,56130,Hawaiian Islands -- 56050,Napoopoo, , ,United States,North Pacific Ocean,19.48,-155.93
1931,56170,Hawaiian Islands -- 56050,Mahukona, , ,United States,North Pacific Ocean,20.18,-155.90
1932,56270,United States -- 56045,Barbers Point Terminal, , ,United States,North Pacific Ocean,21.27,-158.10
1933,310,Iceland  North Coast -- 200,Akureyri,Krossanes,IS AKU,Iceland,Greenland Sea; Arctic Ocean,65.68,-18.08
1934,320,Iceland  North Coast -- 200,Husavik, ,IS HUS,Iceland,Greenland Sea; Arctic Ocean,66.03,-17.33
1935,430,Iceland  East Coast -- 360,Eskifjordhur,Eske Fsord,IS ESK,Iceland,North Atlantic Ocean,65.07,-14.02
1936,450,Iceland  East Coast -- 360,Budir,Budhir,IS FAS,Iceland,North Atlantic Ocean,64.93,-14.02
1937,480,Iceland  East Coast -- 360,Hornafjordur,Hofn,IS HFN,Iceland,North Atlantic Ocean,64.25,-15.23
1938,560,Greenland  West Coast -- 545,Nanortalik Havn,Nanortalik,GL JNN,Greenland,Labrador Sea; North Atlantic Ocean,60.12,-45.20
1939,590,Greenland  West Coast -- 545,Narsarssuaq,Narssarssuaq,GL UAK,Greenland,Labrador Sea; North Atlantic Ocean,61.15,-45.43
1940,670,Greenland  West Coast -- 545,Maniitsoq,Manitsok; Sukkertoppen,GL JSU,Greenland,Labrador Sea; North Atlantic Ocean,65.42,-52.92
1941,2310,Ottawa River -- 2270,Oka Sur Le Lac, ,CA OKA,Canada,Lake Ontario; Great Lakes,45.47,-74.08
1942,2420,Ottawa River -- 2270,Montebello, ,CA MBO,Canada,Lake Ontario; Great Lakes,45.65,-74.93
1943,2510,Ottawa River -- 2270,Gatineau,Pointe Gatineau,CA GAT,Canada,Lake Ontario; Great Lakes,45.48,-75.65
1944,2530,Ottawa River -- 2270,Hull, ,CA HUL,Canada,Lake Ontario; Great Lakes,45.43,-75.70
1945,2960,Canada Lake Ontario -- 2820,Cobourg, ,CA CBG,Canada,Lake Ontario; Great Lakes,43.95,-78.17
1946,3015,Canada Lake Ontario -- 2820,Clarkson,Clarkson Harbor,CA CSN,Canada,Lake Ontario; Great Lakes,43.50,-79.60
1947,3790,Canada Lake Huron -- 3640,Lions Head, , ,Canada,Lake Huron; Great Lakes,44.98,-81.25
1948,4150,Canada Lake Huron -- 3640,Honora, , ,Canada,Lake Huron; Great Lakes,45.87,-82.17
1949,4210,Canada Lake Huron -- 3640,Cockburn, ,BSCBT,Canada,Lake Huron; Great Lakes,45.95,-83.32
1950,280,Iceland  North Coast -- 200,Dalvik, ,IS DAL,Iceland,Greenland Sea; Arctic Ocean,65.98,-18.52
1951,420,Iceland  East Coast -- 360,Neskaupstadur,Neseyri; Nordfjordur,IS NES,Iceland,Norwegian Sea; North Atlantic Ocean,65.15,-13.68
1952,1600,Newfoundland  E Coast -- 1410,Catalina Harbor, ,CA CAT,Canada,North Atlantic Ocean,48.52,-53.07
1953,1715,Newfoundland S Coast -- 1680,Come By Chance Harbor, ,CA CBC,Canada,North Atlantic Ocean,47.80,-54.02
1954,1890,North Side -- 1871,Havre St Pierre, ,CA HSP,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,50.23,-63.60
1955,2380,Ottawa River -- 2270,Grenville, ,CA GRZ,Canada,Lake Ontario; Great Lakes,45.63,-74.60
1956,2320,Ottawa River -- 2270,Hudson, ,CA HUD,Canada,Lake Ontario; Great Lakes,45.47,-74.13
1957,4490,US Lake Huron -- 4300,Calcite, ,US MI3,United States,Lake Huron; Great Lakes,45.42,-83.78
1958,21880,Norway -- 20620,Henningsvaer, ,NO HEN,Norway,Norwegian Sea; North Atlantic Ocean,68.15,14.21
1959,23080,Norway -- 20620,Hommelvik, ,NO HOK,Norway,Norwegian Sea; North Atlantic Ocean,63.42,10.80
1960,23180,Norway -- 20620,Brattholmen, ,NO NZG,Norway,North Sea; North Atlantic Ocean,60.35,5.18
1961,23240,Norway -- 20620,Odda, ,NO ODD,Norway,North Sea; North Atlantic Ocean,60.10,6.54
1962,23300,Norway -- 20620,Meling, , ,Norway,North Sea; North Atlantic Ocean,59.78,5.12
1963,23465,Norway -- 20620,Akrahamn, ,NO AKM,Norway,North Sea; North Atlantic Ocean,59.27,5.18
1964,21920,Norway -- 20620,Brettesnes, ,NO BTS,Norway,Norwegian Sea; North Atlantic Ocean,68.23,14.85
1965,22120,Norway -- 20620,Drag, ,NO DRG,Norway,Norwegian Sea; North Atlantic Ocean,68.05,16.08
1966,22320,Norway -- 20620,Fauske, ,NO FAU,Norway,Norwegian Sea; North Atlantic Ocean,67.25,15.40
1967,22790,Norway -- 20620,Hemnesberget, ,NO HNE,Norway,Norwegian Sea; North Atlantic Ocean,66.23,13.62
1968,23050,Norway -- 20620,Namsos, ,NO OSY,Norway,Norwegian Sea; North Atlantic Ocean,64.46,11.51
1969,23100,Norway -- 20620,Kristiansund, ,NO KSU,Norway,Norwegian Sea; North Atlantic Ocean,63.11,7.74
1970,23107,Norway -- 20620,Bud, , ,Norway,Norwegian Sea; North Atlantic Ocean,62.90,6.92
1971,23108,Norway -- 20620,Haroysund, ,NO HRS,Norway,Norwegian Sea; North Atlantic Ocean,62.89,6.96
1972,23111,Norway -- 20620,Andalsnes, ,NO AND,Norway,Norwegian Sea; North Atlantic Ocean,62.57,7.68
1973,23112,Norway -- 20620,Hareid, ,NO HRI,Norway,Norwegian Sea; North Atlantic Ocean,62.37,6.04
1974,23115,Norway -- 20620,Moldtustranda, ,NO MLT,Norway,Norwegian Sea; North Atlantic Ocean,62.30,5.65
1975,23120,Norway -- 20620,Alesund,Aalesund,NO AES,Norway,Norwegian Sea; North Atlantic Ocean,62.47,6.17
1976,23125,Norway -- 20620,Maloy,Maaloy,NO MAY,Norway,Norwegian Sea; North Atlantic Ocean,61.93,5.12
1977,23136,Norway -- 20620,Ardalstangen, ,NO ARD,Norway,Norwegian Sea; North Atlantic Ocean,61.23,7.70
1978,23138,Norway -- 20620,Mongstad, ,NO MON,Norway,North Sea; North Atlantic Ocean,60.83,5.04
1979,23451,Norway -- 20620,Karsto, ,NO KAR,Norway,North Sea; North Atlantic Ocean,59.27,5.52
1980,23455,Norway -- 20620,Espevaer, , ,Norway,North Sea; North Atlantic Ocean,59.58,5.15
1981,23505,Norway -- 20620,Kirkehamn,Kirkjehamn,NO KIR,Norway,North Sea; North Atlantic Ocean,58.23,6.53
1982,23510,Norway -- 20620,Flekkefjorden, ,NO FFD,Norway,North Sea; North Atlantic Ocean,58.26,6.66
1983,12455,French Guiana -- 12440,Degrad Des Cannes, ,GF DDC,French Guiana,North Atlantic Ocean,4.85,-52.27
1984,19970,Alaska -- 19080,Bear Island, , ,United States,Gulf of Alaska; North Pacific Ocean,58.45,-152.68
1985,20010,Alaska -- 19080,Chignik, ,US KCL,United States,North Pacific Ocean,56.30,-158.40
1986,20020,Alaska -- 19080,Ivanof Bay, ,US KIB,United States,North Pacific Ocean,55.80,-159.47
1987,20085,Alaska -- 19080,Cold Bay, ,US CDB,United States,North Pacific Ocean,55.20,-162.70
1988,20097,Aleutian Islands -- 20095,Akutan Harbor, ,US KQA,United States,Bering Sea; North Pacific Ocean,54.13,-165.80
1989,20100,Aleutian Islands -- 20095,Cannery Bay, , ,United States,Bering Sea; North Pacific Ocean,53.70,-166.75
1990,20110,Aleutian Islands -- 20095,Makushin, , ,United States,Bering Sea; North Pacific Ocean,53.77,-166.98
1991,20160,Aleutian Islands -- 20095,Kiska, ,US KIS,United States,Bering Sea; North Pacific Ocean,51.97,177.55
1992,20250,Alaska Continued -- 20185,Naknek, ,US NNK,United States,Bristol Bay; Bering Sea; North Pacific Ocean,58.72,-157.02
1993,20270,Alaska Continued -- 20185,Koggiung, , ,United States,Bristol Bay; Bering Sea; North Pacific Ocean,58.97,-156.92
1994,20280,Alaska Continued -- 20185,Ekuk, ,US KKU,United States,Bristol Bay; Bering Sea; North Pacific Ocean,58.82,-158.57
1995,20300,Alaska Continued -- 20185,Dillingham, ,US DLG,United States,Bristol Bay; Bering Sea; North Pacific Ocean,59.03,-158.48
1996,20340,Alaska Continued -- 20185,Kotlik, ,US KOT,United States,Bering Sea; North Pacific Ocean,63.03,-163.55
1997,20350,Alaska Continued -- 20185,Hamilton, , ,United States,Bering Sea; North Pacific Ocean,62.90,-163.92
1998,20450,Alaska Continued -- 20185,Kotzebue, ,US OTZ,United States,Chukchi Sea; Arctic Ocean,66.92,-162.58
1999,20486,Alaska Continued -- 20185,Bernard Harbor, , ,United States,Beaufort Sea; Arctic Ocean,70.13,-143.63
2000,20560,Svalbard -- 20540,Barentsburg, ,SJ BAR,Svalbard,Greenland Sea; Arctic Ocean,78.06,14.20
2001,20710,Norway -- 20620,Berlevag, ,NO BVG,Norway,Barents Sea; Arctic Ocean,70.86,29.11
2002,20740,Norway -- 20620,Kjollefjorden, ,NO KJF,Norway,Barents Sea; Arctic Ocean,70.95,27.33
2003,21120,Norway -- 20620,Oksfjord, ,NO OKF,Norway,Norwegian Sea; North Atlantic Ocean,70.23,22.35
2004,21380,Norway -- 20620,Gibostad, ,NO GBD,Norway,Norwegian Sea; North Atlantic Ocean,69.36,18.08
2005,4820,US Lake Michigan -- 4570,Great Lakes, ,US GRL,United States,Lake Michigan; Great Lakes,42.30,-87.83
2006,5130,Canada Lake Superior -- 5120,Goulais Bay, ,CA 345,Canada,Lake Superior; Great Lakes,46.73,-84.50
2007,5150,Canada Lake Superior -- 5120,Gargantua, , ,Canada,Lake Superior; Great Lakes,47.57,-84.97
2008,29720,Lolland -- 29650,Nysted, ,DK NTD,Denmark,Baltic Sea; North Atlantic Ocean,54.67,11.73
2009,29860,Fyn -- 29820,Nyborg, ,DK NBG,Denmark,Baltic Sea; North Atlantic Ocean,55.32,10.80
2010,29910,Fyn -- 29820,Middelfart, ,DK MID,Denmark,Kattegat; North Atlantic Ocean,55.50,9.73
2011,29930,Fyn -- 29820,Assens, ,DK ASN,Denmark,Baltic Sea; North Atlantic Ocean,55.27,9.88
2012,30105,Jylland -- 30020,Ensted, ,DK ENS,Denmark,Baltic Sea; North Atlantic Ocean,55.02,9.43
2013,30160,Jylland -- 30020,Kolding, ,DK KOL,Denmark,Kattegat; North Atlantic Ocean,55.48,9.50
2014,30340,Jylland -- 30020,Hadsund, ,DK HSU,Denmark,Kattegat; North Atlantic Ocean,56.72,10.12
2015,30350,Jylland -- 30020,Mariager, ,DK MRR,Denmark,Kattegat; North Atlantic Ocean,56.65,9.98
2016,30360,Jylland -- 30020,Hobro, ,DK HBO,Denmark,Kattegat; North Atlantic Ocean,56.63,9.80
2017,30380,Jylland -- 30020,Hals, ,DK HAS,Denmark,Kattegat; North Atlantic Ocean,56.98,10.32
2018,32330,Scotland East Coast -- 31870,Inverness, ,GB INV,United Kingdom,North Sea; North Atlantic Ocean,57.48,-4.23
2019,30430,Jylland -- 30020,Frederikshavn, ,DK FDH,Denmark,Kattegat; North Atlantic Ocean,57.43,10.55
2020,30480,Jylland -- 30020,Lemvig, ,DK LVG,Denmark,Kattegat; North Atlantic Ocean,56.58,8.28
2021,30500,Jylland -- 30020,Holstebro-Stuer, ,DK HSB,Denmark,Kattegat; North Atlantic Ocean,56.50,8.58
2022,42760,Aegean Islands -- 42640,Mitilini, ,GR MJT,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,39.10,26.57
